Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Dallas,United States,Katherine Murray,Other,20/07/2020,US-2020-143903,75217,Letter Size Cart,Central,Home Office,24/07/2020,Standard Class,Texas,Storage,0.2,38.5722,3,342.864
Technology,Riverside,United States,Jonathan Doherty,Maxell,20/07/2020,US-2020-127866,92503,"Maxell 74 Minute CD-R Spindle, 50/Pack",West,Corporate,23/07/2020,First Class,California,Accessories,0.0,15.0984,2,41.94
Furniture,San Francisco,United States,Michelle Ellison,Global,21/07/2020,US-2020-116932,94122,Global Troy Executive Leather Low-Back Tilter,West,Corporate,25/07/2020,Standard Class,California,Chairs,0.2,50.098,2,801.568
Furniture,Dallas,United States,Harry Marie,Hon,21/07/2020,US-2020-129189,75217,Hon Every-Day Series Multi-Task Chairs,Central,Corporate,25/07/2020,Standard Class,Texas,Chairs,0.3,-93.99,5,657.93
Furniture,San Francisco,United States,Michelle Ellison,Hon,21/07/2020,US-2020-116932,94122,"Hon 30"" x 60"" Table with Locking Drawer",West,Corporate,25/07/2020,Standard Class,California,Tables,0.2,27.2848,1,272.848
Office Supplies,Dallas,United States,Harry Marie,Acco,21/07/2020,US-2020-129189,75217,Acco 6 Outlet Guardian Basic Surge Suppressor,Central,Corporate,25/07/2020,Standard Class,Texas,Appliances,0.8,-12.9792,3,4.992
Office Supplies,San Francisco,United States,Michelle Ellison,Newell,21/07/2020,US-2020-116932,94122,Newell 334,West,Corporate,25/07/2020,Standard Class,California,Art,0.0,25.792,5,99.2
Office Supplies,Dallas,United States,Harry Marie,Acco,21/07/2020,US-2020-129189,75217,Acco Economy Flexible Poly Round Ring Binder,Central,Corporate,25/07/2020,Standard Class,Texas,Binders,0.8,-1.827,1,1.044
Office Supplies,Dallas,United States,Harry Marie,Other,21/07/2020,US-2020-129189,75217,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Central,Corporate,25/07/2020,Standard Class,Texas,Envelopes,0.2,29.673,5,87.92
Technology,Omaha,United States,Patrick Gardner,Griffin,21/07/2020,US-2020-109890,68104,Griffin GC17055 Auxiliary Audio Cable,Central,Consumer,27/07/2020,Standard Class,Nebraska,Phones,0.0,10.0744,2,35.98
Furniture,San Francisco,United States,Naresj Patel,Global,22/07/2020,US-2020-117464,94122,Global Comet Stacking Armless Chair,West,Consumer,24/07/2020,Second Class,California,Chairs,0.2,71.772,3,717.72
Furniture,San Francisco,United States,Naresj Patel,SAFCO,22/07/2020,US-2020-117464,94122,Safco Drafting Table,West,Consumer,24/07/2020,Second Class,California,Tables,0.2,19.1646,3,170.352
Office Supplies,New York City,United States,Erin Mull,Other,22/07/2020,US-2020-127691,10024,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",East,Consumer,27/07/2020,Standard Class,New York,Art,0.0,1.6688,2,5.96
Office Supplies,San Francisco,United States,Naresj Patel,Newell,22/07/2020,US-2020-117464,94122,Newell 32,West,Consumer,24/07/2020,Second Class,California,Art,0.0,3.2256,4,11.52
Office Supplies,Los Angeles,United States,Alejandro Ballentine,Crayola,22/07/2020,US-2020-122679,90008,Crayola Colored Pencils,West,Home Office,28/07/2020,Standard Class,California,Art,0.0,6.4944,6,19.68
Office Supplies,San Francisco,United States,Naresj Patel,Eldon,22/07/2020,US-2020-117464,94122,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,West,Consumer,24/07/2020,Second Class,California,Storage,0.0,68.585,10,236.5
Office Supplies,Houston,United States,John Lucas,Fellowes,22/07/2020,US-2020-164644,77095,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Central,Consumer,24/07/2020,Second Class,Texas,Storage,0.2,1.3316,1,26.632
Technology,New York City,United States,Erin Mull,Logitech,22/07/2020,US-2020-127691,10024,Logitech G602 Wireless Gaming Mouse,East,Consumer,27/07/2020,Standard Class,New York,Accessories,0.0,57.5928,2,159.98
Office Supplies,Tucson,United States,Arthur Gainer,Newell,23/07/2020,US-2020-119137,85705,Newell 324,West,Consumer,27/07/2020,Standard Class,Arizona,Art,0.2,0.924,1,9.24
Office Supplies,Tucson,United States,Arthur Gainer,Wilson Jones,23/07/2020,US-2020-119137,85705,Wilson Jones Custom Binder Spines & Labels,West,Consumer,27/07/2020,Standard Class,Arizona,Binders,0.7,-5.712,5,8.16
Office Supplies,San Francisco,United States,Nick Crebassa,Acme,23/07/2020,US-2020-145254,94122,Acme Softgrip Scissors,West,Corporate,27/07/2020,Standard Class,California,Supplies,0.0,11.803,5,40.7
Technology,New York City,United States,Alejandro Grove,Other,23/07/2020,US-2020-103058,10011,Case Logic 2.4GHz Wireless Keyboard,East,Consumer,24/07/2020,First Class,New York,Accessories,0.0,7.9984,2,99.98
Technology,Tucson,United States,Arthur Gainer,Microsoft,23/07/2020,US-2020-119137,85705,Microsoft Natural Keyboard Elite,West,Consumer,27/07/2020,Standard Class,Arizona,Accessories,0.2,-29.94,10,479.04
Technology,San Francisco,United States,Nick Crebassa,Imation,23/07/2020,US-2020-145254,94122,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,West,Corporate,27/07/2020,Standard Class,California,Accessories,0.0,4.95,3,45.0
Technology,Tucson,United States,Arthur Gainer,NETGEAR,23/07/2020,US-2020-119137,85705,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,West,Consumer,27/07/2020,Standard Class,Arizona,Accessories,0.2,179.1888,8,1023.936
Technology,San Francisco,United States,Nick Crebassa,Other,23/07/2020,US-2020-145254,94122,VTech DS6151,West,Corporate,27/07/2020,Standard Class,California,Phones,0.2,60.4752,6,604.752
Technology,San Francisco,United States,Nick Crebassa,AT&T,23/07/2020,US-2020-145254,94122,AT&T CL2909,West,Corporate,27/07/2020,Standard Class,California,Phones,0.2,37.797,3,302.376
Furniture,San Francisco,United States,Ken Lonsdale,Staple-based wall hangings,25/07/2020,US-2020-143917,94122,Staple-based wall hangings,West,Consumer,27/07/2020,Second Class,California,Furnishings,0.0,34.2848,8,77.92
Office Supplies,Los Angeles,United States,Vicky Freymann,Xerox,25/07/2020,US-2020-146528,90045,Xerox 1966,West,Home Office,27/07/2020,Second Class,California,Paper,0.0,3.1752,1,6.48
Office Supplies,San Francisco,United States,Ken Lonsdale,Fellowes,25/07/2020,US-2020-143917,94122,"Fellowes Personal Hanging Folder Files, Navy",West,Consumer,27/07/2020,Second Class,California,Storage,0.0,15.0416,4,53.72
Office Supplies,San Francisco,United States,Ken Lonsdale,Other,25/07/2020,US-2020-143917,94122,High Speed Automatic Electric Letter Opener,West,Consumer,27/07/2020,Second Class,California,Supplies,0.0,327.506,5,8187.65
Office Supplies,Los Angeles,United States,Vicky Freymann,Acme,25/07/2020,US-2020-146528,90045,Acme Kleen Earth Office Shears,West,Home Office,27/07/2020,Second Class,California,Supplies,0.0,4.5008,4,15.52
Furniture,Atlanta,United States,Sheri Gordon,Other,26/07/2020,US-2020-116190,30318,"Metal Folding Chairs, Beige, 4/Carton",South,Consumer,01/08/2020,Standard Class,Georgia,Chairs,0.0,18.3276,2,67.88
Furniture,North Las Vegas,United States,Kunst Miller,Hon,26/07/2020,US-2020-126760,89031,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,West,Consumer,02/08/2020,Standard Class,Nevada,Chairs,0.2,-109.5822,3,674.352
Furniture,Atlanta,United States,Sheri Gordon,DAX,26/07/2020,US-2020-116190,30318,"DAX Cubicle Frames, 8-1/2 x 11",South,Consumer,01/08/2020,Standard Class,Georgia,Furnishings,0.0,9.2556,3,25.71
Furniture,North Las Vegas,United States,Kunst Miller,Tensor,26/07/2020,US-2020-126760,89031,Tensor Computer Mounted Lamp,West,Consumer,02/08/2020,Standard Class,Nevada,Furnishings,0.0,36.1827,9,134.01
Furniture,San Antonio,United States,Luke Foster,DAX,26/07/2020,US-2020-169019,78207,DAX Clear Channel Poster Frame,Central,Consumer,30/07/2020,Standard Class,Texas,Furnishings,0.6,-10.0602,3,17.496
Office Supplies,San Antonio,United States,Luke Foster,Acco,26/07/2020,US-2020-169019,78207,Acco 6 Outlet Guardian Standard Surge Suppressor,Central,Consumer,30/07/2020,Standard Class,Texas,Appliances,0.8,-12.09,2,4.836
Office Supplies,San Antonio,United States,Luke Foster,GBC,26/07/2020,US-2020-169019,78207,GBC Premium Transparent Covers with Diagonal Lined Pattern,Central,Consumer,30/07/2020,Standard Class,Texas,Binders,0.8,-26.8544,4,16.784
Office Supplies,San Antonio,United States,Luke Foster,GBC,26/07/2020,US-2020-169019,78207,GBC Instant Index System for Binding Systems,Central,Consumer,30/07/2020,Standard Class,Texas,Binders,0.8,-13.32,5,8.88
Office Supplies,San Antonio,United States,Luke Foster,GBC,26/07/2020,US-2020-169019,78207,GBC DocuBind P400 Electric Binding System,Central,Consumer,30/07/2020,Standard Class,Texas,Binders,0.8,-3701.8928,8,2177.584
Office Supplies,Atlanta,United States,Sheri Gordon,Avery,26/07/2020,US-2020-116190,30318,Avery 485,South,Consumer,01/08/2020,Standard Class,Georgia,Labels,0.0,76.5583,13,162.89
Office Supplies,Chicago,United States,Carl Ludwig,Belkin,26/07/2020,US-2020-155894,60623,"Belkin 19"" Vented Equipment Shelf, Black",Central,Consumer,30/07/2020,Second Class,Illinois,Storage,0.2,-29.3436,3,123.552
Technology,Draper,United States,Jack O'Briant,Memorex,26/07/2020,US-2020-159121,84020,Memorex Micro Travel Drive 16 GB,West,Corporate,01/08/2020,Standard Class,Utah,Accessories,0.0,34.6983,7,111.93
Technology,San Antonio,United States,Luke Foster,Microsoft,26/07/2020,US-2020-169019,78207,Microsoft Natural Keyboard Elite,Central,Consumer,30/07/2020,Standard Class,Texas,Accessories,0.2,-26.946,9,431.136
Technology,North Las Vegas,United States,Kunst Miller,Logitech,26/07/2020,US-2020-126760,89031,Logitech Illuminated Ultrathin Keyboard with Backlighting,West,Consumer,02/08/2020,Standard Class,Nevada,Accessories,0.0,70.0977,3,170.97
Technology,North Las Vegas,United States,Kunst Miller,Apple,26/07/2020,US-2020-126760,89031,Apple iPhone 5S,West,Consumer,02/08/2020,Standard Class,Nevada,Phones,0.2,113.998,2,911.984
Office Supplies,New York City,United States,Aaron Smayling,Xerox,27/07/2020,US-2020-150126,10035,Xerox 1956,East,Corporate,02/08/2020,Standard Class,New York,Paper,0.0,32.2322,11,65.78
Office Supplies,Los Angeles,United States,Barry Blumstein,SAFCO,27/07/2020,US-2020-169642,90036,"SAFCO Commercial Wire Shelving, Black",West,Corporate,30/07/2020,Second Class,California,Storage,0.0,0.0,2,276.28
Technology,San Francisco,United States,Giulietta Weimer,WD My Passport,27/07/2020,US-2020-124709,94122,WD My Passport Ultra 2TB Portable External Hard Drive,West,Consumer,29/07/2020,Second Class,California,Accessories,0.0,38.08,2,238.0
Furniture,Apopka,United States,Chloris Kastensmidt,Other,28/07/2020,US-2020-131541,32712,"DataProducts Ampli Magnifier Task Lamp, Black,",South,Consumer,28/07/2020,Same Day,Florida,Furnishings,0.2,12.9888,6,129.888
Office Supplies,Apopka,United States,Chloris Kastensmidt,Other,28/07/2020,US-2020-131541,32712,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",South,Consumer,28/07/2020,Same Day,Florida,Envelopes,0.2,16.5186,7,48.944
Office Supplies,Apopka,United States,Chloris Kastensmidt,Other,28/07/2020,US-2020-131541,32712,"OIC Colored Binder Clips, Assorted Sizes",South,Consumer,28/07/2020,Same Day,Florida,Fasteners,0.2,5.191,5,14.32
Furniture,Seattle,United States,Tom Stivers,Rush,30/07/2020,US-2020-111192,98103,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",West,Corporate,05/08/2020,Standard Class,Washington,Bookcases,0.0,259.8896,8,1367.84
Furniture,Charlotte,United States,Barbara Fisher,Other,01/08/2020,US-2020-117345,28205,9-3/4 Diameter Round Wall Clock,South,Corporate,05/08/2020,Standard Class,North Carolina,Furnishings,0.2,12.1352,4,44.128
Office Supplies,Charlotte,United States,Barbara Fisher,Honeywell,01/08/2020,US-2020-117345,28205,Honeywell Quietcare HEPA Air Cleaner,South,Corporate,05/08/2020,Standard Class,North Carolina,Appliances,0.2,10.2245,1,62.92
Office Supplies,San Francisco,United States,Ivan Liston,Wilson Jones,01/08/2020,US-2020-152296,94122,Wilson Jones data.warehouse D-Ring Binders with DublLock,West,Consumer,03/08/2020,First Class,California,Binders,0.2,6.9132,3,19.752
Office Supplies,Philadelphia,United States,Ann Steele,Acco,01/08/2020,US-2020-162684,19120,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",East,Home Office,06/08/2020,Standard Class,Pennsylvania,Fasteners,0.2,1.917,2,5.68
Office Supplies,Charlotte,United States,Barbara Fisher,Universal,01/08/2020,US-2020-117345,28205,Self-Adhesive Address Labels for Typewriters by Universal,South,Corporate,05/08/2020,Standard Class,North Carolina,Labels,0.2,5.9211,3,17.544
Office Supplies,Charlotte,United States,Barbara Fisher,Xerox,01/08/2020,US-2020-117345,28205,Xerox 1916,South,Corporate,05/08/2020,Standard Class,North Carolina,Paper,0.2,29.364,2,78.304
Office Supplies,Springfield,United States,Nick Zandusky,Wilson Jones,02/08/2020,US-2020-106299,65807,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Home Office,08/08/2020,Standard Class,Missouri,Binders,0.0,12.549,5,26.7
Office Supplies,Springfield,United States,Nick Zandusky,Smead,02/08/2020,US-2020-106299,65807,Smead Adjustable Mobile File Trolley with Lockable Top,Central,Home Office,08/08/2020,Standard Class,Missouri,Storage,0.0,226.3626,2,838.38
Technology,Springfield,United States,Nick Zandusky,Memorex,02/08/2020,US-2020-106299,65807,Memorex Micro Travel Drive 4 GB,Central,Home Office,08/08/2020,Standard Class,Missouri,Accessories,0.0,9.116,2,21.2
Furniture,Denver,United States,Bruce Stewart,Other,03/08/2020,US-2020-133690,80219,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,West,Consumer,05/08/2020,First Class,Colorado,Tables,0.5,-161.875,2,218.75
Office Supplies,Denver,United States,Bruce Stewart,Other,03/08/2020,US-2020-133690,80219,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",West,Consumer,05/08/2020,First Class,Colorado,Appliances,0.2,0.2925,1,2.6
Office Supplies,New York City,United States,Berenike Kampe,Xerox,03/08/2020,US-2020-125612,10035,Xerox 1884,East,Consumer,08/08/2020,Standard Class,New York,Paper,0.0,18.7812,2,39.96
Office Supplies,Glendale,United States,Gary Hansen,Other,03/08/2020,US-2020-128986,85301,White Computer Printout Paper by Universal,West,Home Office,05/08/2020,Second Class,Arizona,Paper,0.2,33.7212,3,93.024
Office Supplies,New York City,United States,Berenike Kampe,Staple magnet,03/08/2020,US-2020-125612,10035,Staple magnet,East,Consumer,08/08/2020,Standard Class,New York,Storage,0.0,5.7672,2,21.36
Office Supplies,New York City,United States,Berenike Kampe,Acme,03/08/2020,US-2020-125612,10035,Acme Box Cutter Scissors,East,Consumer,08/08/2020,Standard Class,New York,Supplies,0.0,26.598,10,102.3
Office Supplies,Bangor,United States,Marina Lichtenstein,Eureka,04/08/2020,US-2020-134215,4401,Eureka The Boss Cordless Rechargeable Stick Vac,East,Corporate,08/08/2020,Standard Class,Maine,Appliances,0.0,27.5292,2,101.96
Office Supplies,Pleasant Grove,United States,Valerie Dominguez,Hoover,04/08/2020,US-2020-126361,84062,Hoover WindTunnel Plus Canister Vacuum,West,Consumer,09/08/2020,Second Class,Utah,Appliances,0.0,305.13,3,1089.75
Office Supplies,Pleasant Grove,United States,Valerie Dominguez,Newell,04/08/2020,US-2020-126361,84062,Newell 329,West,Consumer,09/08/2020,Second Class,Utah,Art,0.0,4.264,5,16.4
Office Supplies,Pleasant Grove,United States,Valerie Dominguez,Ibico,04/08/2020,US-2020-126361,84062,Ibico Standard Transparent Covers,West,Consumer,09/08/2020,Second Class,Utah,Binders,0.2,4.7792,1,13.184
Office Supplies,Pleasant Grove,United States,Valerie Dominguez,Xerox,04/08/2020,US-2020-126361,84062,Xerox 1934,West,Consumer,09/08/2020,Second Class,Utah,Paper,0.0,219.4416,8,447.84
Office Supplies,Bangor,United States,Marina Lichtenstein,Southworth,04/08/2020,US-2020-134215,4401,Southworth 25% Cotton Premium Laser Paper and Envelopes,East,Corporate,08/08/2020,Standard Class,Maine,Paper,0.0,124.6752,13,259.74
Office Supplies,Pleasant Grove,United States,Valerie Dominguez,SAFCO,04/08/2020,US-2020-126361,84062,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",West,Consumer,09/08/2020,Second Class,Utah,Storage,0.0,7.945,5,158.9
Technology,Bangor,United States,Marina Lichtenstein,Maxell,04/08/2020,US-2020-134215,4401,Maxell 4.7GB DVD-R,East,Corporate,08/08/2020,Standard Class,Maine,Accessories,0.0,104.7222,9,255.42
Technology,Pleasant Grove,United States,Valerie Dominguez,Panasonic,04/08/2020,US-2020-126361,84062,Panasonic KX T7731-B Digital phone,West,Consumer,09/08/2020,Second Class,Utah,Phones,0.2,34.9965,5,399.96
Furniture,Meriden,United States,Ricardo Sperren,Hon,05/08/2020,US-2020-117968,6450,Hon GuestStacker Chair,East,Corporate,07/08/2020,Second Class,Connecticut,Chairs,0.0,294.671,5,1133.35
Furniture,Los Angeles,United States,Chad Sievert,Global,05/08/2020,US-2020-118962,90004,"Global Value Steno Chair, Gray",West,Consumer,09/08/2020,Standard Class,California,Chairs,0.2,21.259,7,340.144
Furniture,Texas City,United States,Gary Zandusky,SAFCO,05/08/2020,US-2020-124723,77590,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Central,Consumer,12/08/2020,Standard Class,Texas,Tables,0.3,41.934,2,489.23
Office Supplies,Meriden,United States,Ricardo Sperren,Fellowes,05/08/2020,US-2020-117968,6450,Fellowes Advanced Computer Series Surge Protectors,East,Corporate,07/08/2020,Second Class,Connecticut,Appliances,0.0,22.2516,3,79.47
Office Supplies,Meriden,United States,Ricardo Sperren,Binney & Smith,05/08/2020,US-2020-117968,6450,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",East,Corporate,07/08/2020,Second Class,Connecticut,Art,0.0,2.0064,2,4.56
Office Supplies,New York City,United States,Stephanie Phelps,Binney & Smith,05/08/2020,US-2020-110065,10009,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",East,Corporate,11/08/2020,Standard Class,New York,Art,0.0,7.0224,7,15.96
Office Supplies,San Francisco,United States,Sonia Sunley,Boston,05/08/2020,US-2020-150490,94122,Boston KS Multi-Size Manual Pencil Sharpener,West,Consumer,11/08/2020,Standard Class,California,Art,0.0,12.8744,2,45.98
Office Supplies,Los Angeles,United States,Chad Sievert,Adams,05/08/2020,US-2020-118962,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",West,Consumer,09/08/2020,Standard Class,California,Paper,0.0,9.8418,3,20.94
Office Supplies,Los Angeles,United States,Chad Sievert,Xerox,05/08/2020,US-2020-118962,90004,Xerox 1913,West,Consumer,09/08/2020,Standard Class,California,Paper,0.0,53.2608,2,110.96
Office Supplies,San Francisco,United States,Sonia Sunley,Akro,05/08/2020,US-2020-150490,94122,Akro Stacking Bins,West,Consumer,11/08/2020,Standard Class,California,Storage,0.0,0.6312,2,15.78
Technology,San Francisco,United States,Sonia Sunley,Logitech,05/08/2020,US-2020-150490,94122,Logitech Desktop MK120 Mouse and keyboard Combo,West,Consumer,11/08/2020,Standard Class,California,Accessories,0.0,1.636,1,16.36
Technology,New York City,United States,Stephanie Phelps,Plantronics,05/08/2020,US-2020-110065,10009,"Plantronics CS 50-USB - headset - Convertible, Monaural",East,Corporate,11/08/2020,Standard Class,New York,Phones,0.0,36.7173,1,135.99
Technology,Columbia,United States,Roland Fjeld,Maxell,06/08/2020,US-2020-115357,29203,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,Consumer,11/08/2020,Second Class,South Carolina,Accessories,0.0,22.6476,3,62.91
Technology,New York City,United States,Trudy Brown,Logitech,06/08/2020,US-2020-137575,10035,Logitech G700s Rechargeable Gaming Mouse,East,Consumer,11/08/2020,Standard Class,New York,Accessories,0.0,83.9916,2,199.98
Furniture,Jacksonville,United States,Vivek Gonzalez,O'Sullivan,08/08/2020,US-2020-156790,32216,O'Sullivan 2-Shelf Heavy-Duty Bookcases,South,Consumer,10/08/2020,Second Class,Florida,Bookcases,0.2,-7.7728,4,155.456
Furniture,Glendale,United States,Maria Bertelson,Eldon,08/08/2020,US-2020-151708,85301,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",West,Consumer,14/08/2020,Standard Class,Arizona,Furnishings,0.2,-3.0344,4,121.376
Furniture,San Diego,United States,Lena Radford,Dana,08/08/2020,US-2020-131450,92024,Dana Halogen Swing-Arm Architect Lamp,West,Consumer,15/08/2020,Standard Class,California,Furnishings,0.0,91.7728,8,327.76
Furniture,Trenton,United States,Matt Abelman,Nu-Dell,08/08/2020,US-2020-124478,48183,Nu-Dell Float Frame 11 x 14 1/2,Central,Home Office,12/08/2020,Standard Class,Michigan,Furnishings,0.0,22.6296,6,53.88
Office Supplies,Trenton,United States,Matt Abelman,Acco,08/08/2020,US-2020-124478,48183,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Central,Home Office,12/08/2020,Standard Class,Michigan,Appliances,0.1,37.23,3,167.535
Office Supplies,San Diego,United States,Lena Radford,Fellowes,08/08/2020,US-2020-131450,92024,Fellowes Superior 10 Outlet Split Surge Protector,West,Consumer,15/08/2020,Standard Class,California,Appliances,0.0,22.0748,2,76.12
Office Supplies,Trenton,United States,Matt Abelman,Global,08/08/2020,US-2020-124478,48183,Globe Weis Peel & Seel First Class Envelopes,Central,Home Office,12/08/2020,Standard Class,Michigan,Envelopes,0.0,17.253,3,38.34
Office Supplies,Vacaville,United States,Tamara Manning,Advantus,08/08/2020,US-2020-154669,95687,Advantus Rolling Drawer Organizers,West,Consumer,11/08/2020,Second Class,California,Storage,0.0,110.0528,11,423.28
Technology,Glendale,United States,Maria Bertelson,SanDisk,08/08/2020,US-2020-151708,85301,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,West,Consumer,14/08/2020,Standard Class,Arizona,Accessories,0.2,-10.7973,3,95.976
Technology,Trenton,United States,Matt Abelman,Sharp,08/08/2020,US-2020-124478,48183,Sharp 1540cs Digital Laser Copier,Central,Home Office,12/08/2020,Standard Class,Michigan,Copiers,0.0,274.995,1,549.99
Technology,San Diego,United States,Lena Radford,Sharp,08/08/2020,US-2020-131450,92024,Sharp AL-1530CS Digital Copier,West,Consumer,15/08/2020,Standard Class,California,Copiers,0.2,434.9913,3,1199.976
Technology,Trenton,United States,Matt Abelman,Motorola,08/08/2020,US-2020-124478,48183,Motorola Droid Maxx,Central,Home Office,12/08/2020,Standard Class,Michigan,Phones,0.0,83.9944,2,299.98
Technology,San Diego,United States,Lena Radford,AT&T,08/08/2020,US-2020-131450,92024,AT&T 1070 Corded Phone,West,Consumer,15/08/2020,Standard Class,California,Phones,0.2,55.745,5,445.96
Office Supplies,Toronto,Canada,Denny Blanton,Other,08/08/2020,CA-2020-129322,M5H,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",East,Consumer,10/08/2020,Second Class,Ontario,Appliances,0.0,33.04,2,113.92
Office Supplies,Toronto,Canada,Denny Blanton,Boston,08/08/2020,CA-2020-129322,M5H,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",East,Consumer,10/08/2020,Second Class,Ontario,Art,0.0,11.9,2,39.66
Office Supplies,Toronto,Canada,Denny Blanton,GBC,08/08/2020,CA-2020-129322,M5H,GBC DocuBind P50 Personal Binding Machine,East,Consumer,10/08/2020,Second Class,Ontario,Binders,0.0,210.49,7,447.86
Office Supplies,Phoenix,United States,Roger Demir,Avery,09/08/2020,US-2020-161249,85023,Avery Hole Reinforcements,West,Consumer,13/08/2020,Standard Class,Arizona,Binders,0.7,-6.5415,5,9.345
Office Supplies,Seattle,United States,Joseph Holt,Ibico,09/08/2020,US-2020-169726,98103,Ibico Ibimaster 300 Manual Binding System,West,Consumer,13/08/2020,Standard Class,Washington,Binders,0.2,643.9825,7,2060.744
Office Supplies,Phoenix,United States,Roger Demir,Other,09/08/2020,US-2020-161249,85023,"Super Bands, 12/Pack",West,Consumer,13/08/2020,Standard Class,Arizona,Fasteners,0.2,-0.9486,3,4.464
Office Supplies,San Diego,United States,Emily Ducich,Avery,09/08/2020,US-2020-110527,92037,Avery 494,West,Home Office,16/08/2020,Standard Class,California,Labels,0.0,9.6048,8,20.88
Office Supplies,Fresno,United States,Gene McClure,Other,09/08/2020,US-2020-141901,93727,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,Consumer,14/08/2020,Standard Class,California,Paper,0.0,2.691,1,5.98
Office Supplies,Saint Petersburg,United States,Andy Gerbode,Xerox,09/08/2020,US-2020-167850,33710,Xerox 21,South,Corporate,16/08/2020,Standard Class,Florida,Paper,0.2,5.4432,3,15.552
Technology,Seattle,United States,Matthew Grinstein,Jawbone,09/08/2020,US-2020-166471,98103,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,West,Home Office,13/08/2020,Standard Class,Washington,Phones,0.2,-43.8336,2,219.168
Technology,Seattle,United States,Matthew Grinstein,Cisco,09/08/2020,US-2020-166471,98103,Cisco Unified IP Phone 7945G VoIP phone,West,Home Office,13/08/2020,Standard Class,Washington,Phones,0.2,68.198,4,1091.168
Technology,Saint Petersburg,United States,Andy Gerbode,AT&T,09/08/2020,US-2020-167850,33710,AT&T 1070 Corded Phone,South,Corporate,16/08/2020,Standard Class,Florida,Phones,0.2,22.298,2,178.384
Furniture,Seattle,United States,Greg Matthias,Eldon,11/08/2020,US-2020-127012,98105,"Eldon Image Series Desk Accessories, Ebony",West,Consumer,15/08/2020,Standard Class,Washington,Furnishings,0.0,5.434,1,12.35
Office Supplies,Seattle,United States,Greg Matthias,Sanford,11/08/2020,US-2020-127012,98105,Sanford 52201 APSCO Electric Pencil Sharpener,West,Consumer,15/08/2020,Standard Class,Washington,Art,0.0,10.6522,1,40.97
Office Supplies,Seattle,United States,Greg Matthias,Other,11/08/2020,US-2020-127012,98105,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",West,Consumer,15/08/2020,Standard Class,Washington,Fasteners,0.0,10.7912,2,22.96
Office Supplies,New York City,United States,Ken Lonsdale,Tennsco,11/08/2020,US-2020-154641,10035,Tennsco Single-Tier Lockers,East,Consumer,16/08/2020,Standard Class,New York,Storage,0.0,18.767,1,375.34
Furniture,San Francisco,United States,Ben Wallace,Seth Thomas,12/08/2020,US-2020-109897,94122,"Seth Thomas 14"" Day/Date Wall Clock",West,Consumer,16/08/2020,Standard Class,California,Furnishings,0.0,31.6128,3,85.44
Office Supplies,Miami,United States,Duane Huffman,Acco,12/08/2020,US-2020-156244,33180,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,South,Home Office,16/08/2020,Standard Class,Florida,Appliances,0.2,15.8436,6,211.248
Office Supplies,Miami,United States,Duane Huffman,Bulldog,12/08/2020,US-2020-156244,33180,Bulldog Vacuum Base Pencil Sharpener,South,Home Office,16/08/2020,Standard Class,Florida,Art,0.2,4.1965,5,47.96
Office Supplies,Woodstock,United States,Lauren Leatherbury,Acco,12/08/2020,US-2020-153927,30188,Acco Translucent Poly Ring Binders,South,Consumer,13/08/2020,First Class,Georgia,Binders,0.0,6.7392,3,14.04
