Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales,Profit Margin,Delivery Days
Technology,Niagara Falls,United States,Jamie Kunitz,Cisco,2020-07-11,US-2020-166555,14304,Cisco SPA112 2 Port Phone Adapter,East,Consumer,2020-07-14,First Class,New York,Phones,No discount,47.8065,3,164.85,0.29,3
Furniture,Seattle,United States,Clay Ludtke,SAFCO,2020-07-12,US-2020-131310,98115,"Safco Chair Connectors, 6/Carton",West,Consumer,2020-07-18,Standard Class,Washington,Chairs,0.2,13.8528,4,123.136,0.11,6
Furniture,League City,United States,Paul Van Hugh,Hon,2020-07-12,US-2020-161508,77573,Hon Deluxe Fabric Upholstered Stacking Chairs,Central,Home Office,2020-07-16,Standard Class,Texas,Chairs,0.3,-14.6388,3,512.358,-0.03,4
Furniture,San Francisco,United States,Alyssa Crouse,Hon,2020-07-12,US-2020-129924,94122,Hon 5100 Series Wood Tables,West,Corporate,2020-07-17,Standard Class,California,Tables,0.2,-17.4588,3,698.352,-0.02,5
Office Supplies,Chicago,United States,Max Engle,Xerox,2020-07-12,US-2020-124807,60610,Xerox 1949,Central,Consumer,2020-07-15,Second Class,Illinois,Paper,0.2,12.9978,9,35.856,0.36,3
Office Supplies,Los Angeles,United States,Ben Ferrer,Fellowes,2020-07-12,US-2020-110184,90036,Fellowes Super Stor/Drawer,West,Home Office,2020-07-16,Standard Class,California,Storage,No discount,44.955,9,249.75,0.18,4
Furniture,Los Angeles,United States,Grace Kelly,Bevis,2020-07-13,US-2020-165862,90049,Bevis Round Conference Table Top & Single Column Base,West,Corporate,2020-07-17,Standard Class,California,Tables,0.2,4.3902,3,351.216,0.01,4
Furniture,Philadelphia,United States,Shui Tom,Tensor,2020-07-14,US-2020-164182,19140,Tensor Track Tree Floor Lamp,East,Consumer,2020-07-18,Standard Class,Pennsylvania,Furnishings,0.2,1.1994,2,31.984,0.04,4
Office Supplies,Newark,United States,Shirley Schmidt,Belkin,2020-07-14,US-2020-124464,19711,Belkin 7 Outlet SurgeMaster II,East,Home Office,2020-07-20,Standard Class,Delaware,Appliances,No discount,11.0544,1,39.48,0.28,6
Office Supplies,New York City,United States,Barbara Fisher,Newell,2020-07-14,US-2020-109904,10009,Newell 315,East,Corporate,2020-07-17,Second Class,New York,Art,No discount,4.485,3,17.94,0.25,3
Office Supplies,Aurora,United States,Arthur Wiediger,Acco,2020-07-14,US-2020-103905,60505,Acco D-Ring Binder w/DublLock,Central,Home Office,2020-07-20,Standard Class,Illinois,Binders,0.8,-46.3946,7,29.932,-1.55,6
Office Supplies,Phoenix,United States,Philip Brown,Eldon,2020-07-14,US-2020-150532,85023,Eldon Fold 'N Roll Cart System,West,Consumer,2020-07-21,Standard Class,Arizona,Storage,0.2,6.291,5,55.92,0.11,7
Office Supplies,Sioux Falls,United States,Victoria Wilson,Advantus,2020-07-15,US-2020-115980,57103,Advantus Push Pins,Central,Corporate,2020-07-19,Standard Class,South Dakota,Fasteners,No discount,2.6814,3,6.54,0.41,4
Furniture,Tucson,United States,Adrian Hane,Office Star,2020-07-18,US-2020-123295,85705,Office Star - Ergonomically Designed Knee Chair,West,Home Office,2020-07-18,Same Day,Arizona,Chairs,0.2,-25.9136,4,259.136,-0.1,0
Office Supplies,New Rochelle,United States,Jack Lebron,Cardinal,2020-07-18,US-2020-138198,10801,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",East,Consumer,2020-07-23,Standard Class,New York,Binders,0.2,4.5188,2,13.904,0.32,5
Furniture,Bristol,United States,Christine Abelman,Barricks,2020-07-19,US-2020-150434,6010,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",East,Corporate,2020-07-24,Standard Class,Connecticut,Tables,0.3,-4.032,1,70.56,-0.06,5
Office Supplies,Great Falls,United States,Eugene Moren,Acco,2020-07-19,US-2020-168158,59405,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",West,Home Office,2020-07-24,Standard Class,Montana,Binders,0.2,2.2098,2,6.096,0.36,5
Furniture,Dallas,United States,Katherine Murray,Hon,2020-07-20,US-2020-143903,75217,HON 5400 Series Task Chairs for Big and Tall,Central,Home Office,2020-07-24,Standard Class,Texas,Chairs,0.3,-140.196,2,981.372,-0.14,4
Furniture,San Diego,United States,Charles Crestani,Nu-Dell,2020-07-20,US-2020-141726,92105,Nu-Dell Leatherette Frames,West,Consumer,2020-07-22,First Class,California,Furnishings,No discount,15.4872,3,43.02,0.36,2
Office Supplies,Riverside,United States,Jonathan Doherty,Newell,2020-07-20,US-2020-127866,92503,Newell 348,West,Corporate,2020-07-23,First Class,California,Art,No discount,3.8048,4,13.12,0.29,3
Office Supplies,Springfield,United States,Scot Wooten,Ibico,2020-07-20,US-2020-142965,45503,Ibico Plastic Spiral Binding Combs,East,Consumer,2020-07-20,Same Day,Ohio,Binders,0.7,-21.888,3,27.36,-0.8,0
Office Supplies,San Francisco,United States,Roger Demir,Other,2020-07-20,US-2020-157546,94122,Clear Mylar Reinforcing Strips,West,Consumer,2020-07-22,First Class,California,Binders,0.2,30.2778,6,89.712,0.34,2
Furniture,San Francisco,United States,Michelle Ellison,Global,2020-07-21,US-2020-116932,94122,Global Troy Executive Leather Low-Back Tilter,West,Corporate,2020-07-25,Standard Class,California,Chairs,0.2,50.098,2,801.568,0.06,4
Furniture,Dallas,United States,Harry Marie,Hon,2020-07-21,US-2020-129189,75217,Hon Every-Day Series Multi-Task Chairs,Central,Corporate,2020-07-25,Standard Class,Texas,Chairs,0.3,-93.99,5,657.93,-0.14,4
Technology,Omaha,United States,Patrick Gardner,Griffin,2020-07-21,US-2020-109890,68104,Griffin GC17055 Auxiliary Audio Cable,Central,Consumer,2020-07-27,Standard Class,Nebraska,Phones,No discount,10.0744,2,35.98,0.28,6
Furniture,San Francisco,United States,Naresj Patel,Global,2020-07-22,US-2020-117464,94122,Global Comet Stacking Armless Chair,West,Consumer,2020-07-24,Second Class,California,Chairs,0.2,71.772,3,717.72,0.1,2
Office Supplies,New York City,United States,Erin Mull,Other,2020-07-22,US-2020-127691,10024,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",East,Consumer,2020-07-27,Standard Class,New York,Art,No discount,1.6688,2,5.96,0.28,5
Office Supplies,Los Angeles,United States,Alejandro Ballentine,Crayola,2020-07-22,US-2020-122679,90008,Crayola Colored Pencils,West,Home Office,2020-07-28,Standard Class,California,Art,No discount,6.4944,6,19.68,0.33,6
Office Supplies,Houston,United States,John Lucas,Fellowes,2020-07-22,US-2020-164644,77095,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Central,Consumer,2020-07-24,Second Class,Texas,Storage,0.2,1.3316,1,26.632,0.05,2
Office Supplies,Tucson,United States,Arthur Gainer,Newell,2020-07-23,US-2020-119137,85705,Newell 324,West,Consumer,2020-07-27,Standard Class,Arizona,Art,0.2,0.924,1,9.24,0.1,4
Office Supplies,San Francisco,United States,Nick Crebassa,Acme,2020-07-23,US-2020-145254,94122,Acme Softgrip Scissors,West,Corporate,2020-07-27,Standard Class,California,Supplies,No discount,11.803,5,40.7,0.29,4
Technology,New York City,United States,Alejandro Grove,Other,2020-07-23,US-2020-103058,10011,Case Logic 2.4GHz Wireless Keyboard,East,Consumer,2020-07-24,First Class,New York,Accessories,No discount,7.9984,2,99.98,0.08,1
Furniture,San Francisco,United States,Ken Lonsdale,Staple-based wall hangings,2020-07-25,US-2020-143917,94122,Staple-based wall hangings,West,Consumer,2020-07-27,Second Class,California,Furnishings,No discount,34.2848,8,77.92,0.44,2
Office Supplies,Los Angeles,United States,Vicky Freymann,Xerox,2020-07-25,US-2020-146528,90045,Xerox 1966,West,Home Office,2020-07-27,Second Class,California,Paper,No discount,3.1752,1,6.48,0.49,2
Furniture,Atlanta,United States,Sheri Gordon,Other,2020-07-26,US-2020-116190,30318,"Metal Folding Chairs, Beige, 4/Carton",South,Consumer,2020-08-01,Standard Class,Georgia,Chairs,No discount,18.3276,2,67.88,0.27,6
Furniture,North Las Vegas,United States,Kunst Miller,Hon,2020-07-26,US-2020-126760,89031,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,West,Consumer,2020-08-02,Standard Class,Nevada,Chairs,0.2,-109.5822,3,674.352,-0.16,7
Furniture,San Antonio,United States,Luke Foster,DAX,2020-07-26,US-2020-169019,78207,DAX Clear Channel Poster Frame,Central,Consumer,2020-07-30,Standard Class,Texas,Furnishings,0.6,-10.0602,3,17.496,-0.58,4
Office Supplies,Chicago,United States,Carl Ludwig,Belkin,2020-07-26,US-2020-155894,60623,"Belkin 19"" Vented Equipment Shelf, Black",Central,Consumer,2020-07-30,Second Class,Illinois,Storage,0.2,-29.3436,3,123.552,-0.24,4
Technology,Draper,United States,Jack O'Briant,Memorex,2020-07-26,US-2020-159121,84020,Memorex Micro Travel Drive 16 GB,West,Corporate,2020-08-01,Standard Class,Utah,Accessories,No discount,34.6983,7,111.93,0.31,6
Office Supplies,New York City,United States,Aaron Smayling,Xerox,2020-07-27,US-2020-150126,10035,Xerox 1956,East,Corporate,2020-08-02,Standard Class,New York,Paper,No discount,32.2322,11,65.78,0.49,6
Office Supplies,Los Angeles,United States,Barry Blumstein,SAFCO,2020-07-27,US-2020-169642,90036,"SAFCO Commercial Wire Shelving, Black",West,Corporate,2020-07-30,Second Class,California,Storage,No discount,0.0,2,276.28,0.0,3
Technology,San Francisco,United States,Giulietta Weimer,WD My Passport,2020-07-27,US-2020-124709,94122,WD My Passport Ultra 2TB Portable External Hard Drive,West,Consumer,2020-07-29,Second Class,California,Accessories,No discount,38.08,2,238.0,0.16,2
Furniture,Apopka,United States,Chloris Kastensmidt,Other,2020-07-28,US-2020-131541,32712,"DataProducts Ampli Magnifier Task Lamp, Black,",South,Consumer,2020-07-28,Same Day,Florida,Furnishings,0.2,12.9888,6,129.888,0.1,0
Furniture,Seattle,United States,Tom Stivers,Rush,2020-07-30,US-2020-111192,98103,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",West,Corporate,2020-08-05,Standard Class,Washington,Bookcases,No discount,259.8896,8,1367.84,0.19,6
Furniture,Charlotte,United States,Barbara Fisher,Other,2020-08-01,US-2020-117345,28205,9-3/4 Diameter Round Wall Clock,South,Corporate,2020-08-05,Standard Class,North Carolina,Furnishings,0.2,12.1352,4,44.128,0.27,4
Office Supplies,San Francisco,United States,Ivan Liston,Wilson Jones,2020-08-01,US-2020-152296,94122,Wilson Jones data.warehouse D-Ring Binders with DublLock,West,Consumer,2020-08-03,First Class,California,Binders,0.2,6.9132,3,19.752,0.35,2
Office Supplies,Philadelphia,United States,Ann Steele,Acco,2020-08-01,US-2020-162684,19120,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",East,Home Office,2020-08-06,Standard Class,Pennsylvania,Fasteners,0.2,1.917,2,5.68,0.34,5
Office Supplies,Springfield,United States,Nick Zandusky,Wilson Jones,2020-08-02,US-2020-106299,65807,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Home Office,2020-08-08,Standard Class,Missouri,Binders,No discount,12.549,5,26.7,0.47,6
Furniture,Denver,United States,Bruce Stewart,Other,2020-08-03,US-2020-133690,80219,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,West,Consumer,2020-08-05,First Class,Colorado,Tables,0.5,-161.875,2,218.75,-0.74,2
Office Supplies,New York City,United States,Berenike Kampe,Xerox,2020-08-03,US-2020-125612,10035,Xerox 1884,East,Consumer,2020-08-08,Standard Class,New York,Paper,No discount,18.7812,2,39.96,0.47,5
Office Supplies,Glendale,United States,Gary Hansen,Other,2020-08-03,US-2020-128986,85301,White Computer Printout Paper by Universal,West,Home Office,2020-08-05,Second Class,Arizona,Paper,0.2,33.7212,3,93.024,0.36,2
Office Supplies,Bangor,United States,Marina Lichtenstein,Eureka,2020-08-04,US-2020-134215,4401,Eureka The Boss Cordless Rechargeable Stick Vac,East,Corporate,2020-08-08,Standard Class,Maine,Appliances,No discount,27.5292,2,101.96,0.27,4
Office Supplies,Pleasant Grove,United States,Valerie Dominguez,Hoover,2020-08-04,US-2020-126361,84062,Hoover WindTunnel Plus Canister Vacuum,West,Consumer,2020-08-09,Second Class,Utah,Appliances,No discount,305.13,3,1089.75,0.28,5
Furniture,Meriden,United States,Ricardo Sperren,Hon,2020-08-05,US-2020-117968,6450,Hon GuestStacker Chair,East,Corporate,2020-08-07,Second Class,Connecticut,Chairs,No discount,294.671,5,1133.35,0.26,2
Furniture,Los Angeles,United States,Chad Sievert,Global,2020-08-05,US-2020-118962,90004,"Global Value Steno Chair, Gray",West,Consumer,2020-08-09,Standard Class,California,Chairs,0.2,21.259,7,340.144,0.06,4
Furniture,Texas City,United States,Gary Zandusky,SAFCO,2020-08-05,US-2020-124723,77590,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Central,Consumer,2020-08-12,Standard Class,Texas,Tables,0.3,41.934,2,489.23,0.09,7
Office Supplies,New York City,United States,Stephanie Phelps,Binney & Smith,2020-08-05,US-2020-110065,10009,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",East,Corporate,2020-08-11,Standard Class,New York,Art,No discount,7.0224,7,15.96,0.44,6
Office Supplies,San Francisco,United States,Sonia Sunley,Boston,2020-08-05,US-2020-150490,94122,Boston KS Multi-Size Manual Pencil Sharpener,West,Consumer,2020-08-11,Standard Class,California,Art,No discount,12.8744,2,45.98,0.28,6
Technology,Columbia,United States,Roland Fjeld,Maxell,2020-08-06,US-2020-115357,29203,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,Consumer,2020-08-11,Second Class,South Carolina,Accessories,No discount,22.6476,3,62.91,0.36,5
Technology,New York City,United States,Trudy Brown,Logitech,2020-08-06,US-2020-137575,10035,Logitech G700s Rechargeable Gaming Mouse,East,Consumer,2020-08-11,Standard Class,New York,Accessories,No discount,83.9916,2,199.98,0.42,5
Furniture,Jacksonville,United States,Vivek Gonzalez,O'Sullivan,2020-08-08,US-2020-156790,32216,O'Sullivan 2-Shelf Heavy-Duty Bookcases,South,Consumer,2020-08-10,Second Class,Florida,Bookcases,0.2,-7.7728,4,155.456,-0.05,2
Furniture,Glendale,United States,Maria Bertelson,Eldon,2020-08-08,US-2020-151708,85301,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",West,Consumer,2020-08-14,Standard Class,Arizona,Furnishings,0.2,-3.0344,4,121.376,-0.02,6
Furniture,San Diego,United States,Lena Radford,Dana,2020-08-08,US-2020-131450,92024,Dana Halogen Swing-Arm Architect Lamp,West,Consumer,2020-08-15,Standard Class,California,Furnishings,No discount,91.7728,8,327.76,0.28,7
Furniture,Trenton,United States,Matt Abelman,Nu-Dell,2020-08-08,US-2020-124478,48183,Nu-Dell Float Frame 11 x 14 1/2,Central,Home Office,2020-08-12,Standard Class,Michigan,Furnishings,No discount,22.6296,6,53.88,0.42,4
Office Supplies,Vacaville,United States,Tamara Manning,Advantus,2020-08-08,US-2020-154669,95687,Advantus Rolling Drawer Organizers,West,Consumer,2020-08-11,Second Class,California,Storage,No discount,110.0528,11,423.28,0.26,3
Office Supplies,Toronto,Canada,Denny Blanton,Other,2020-08-08,CA-2020-129322,M5H,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",East,Consumer,2020-08-10,Second Class,Ontario,Appliances,No discount,33.04,2,113.92,0.29,2
Office Supplies,Phoenix,United States,Roger Demir,Avery,2020-08-09,US-2020-161249,85023,Avery Hole Reinforcements,West,Consumer,2020-08-13,Standard Class,Arizona,Binders,0.7,-6.5415,5,9.345,-0.7,4
Office Supplies,Seattle,United States,Joseph Holt,Ibico,2020-08-09,US-2020-169726,98103,Ibico Ibimaster 300 Manual Binding System,West,Consumer,2020-08-13,Standard Class,Washington,Binders,0.2,643.9825,7,2060.744,0.31,4
Office Supplies,San Diego,United States,Emily Ducich,Avery,2020-08-09,US-2020-110527,92037,Avery 494,West,Home Office,2020-08-16,Standard Class,California,Labels,No discount,9.6048,8,20.88,0.46,7
Office Supplies,Fresno,United States,Gene McClure,Other,2020-08-09,US-2020-141901,93727,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,Consumer,2020-08-14,Standard Class,California,Paper,No discount,2.691,1,5.98,0.45,5
Office Supplies,Saint Petersburg,United States,Andy Gerbode,Xerox,2020-08-09,US-2020-167850,33710,Xerox 21,South,Corporate,2020-08-16,Standard Class,Florida,Paper,0.2,5.4432,3,15.552,0.35,7
Technology,Seattle,United States,Matthew Grinstein,Jawbone,2020-08-09,US-2020-166471,98103,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,West,Home Office,2020-08-13,Standard Class,Washington,Phones,0.2,-43.8336,2,219.168,-0.2,4
Furniture,Seattle,United States,Greg Matthias,Eldon,2020-08-11,US-2020-127012,98105,"Eldon Image Series Desk Accessories, Ebony",West,Consumer,2020-08-15,Standard Class,Washington,Furnishings,No discount,5.434,1,12.35,0.44,4
Office Supplies,New York City,United States,Ken Lonsdale,Tennsco,2020-08-11,US-2020-154641,10035,Tennsco Single-Tier Lockers,East,Consumer,2020-08-16,Standard Class,New York,Storage,No discount,18.767,1,375.34,0.05,5
Furniture,San Francisco,United States,Ben Wallace,Seth Thomas,2020-08-12,US-2020-109897,94122,"Seth Thomas 14"" Day/Date Wall Clock",West,Consumer,2020-08-16,Standard Class,California,Furnishings,No discount,31.6128,3,85.44,0.37,4
Office Supplies,Miami,United States,Duane Huffman,Acco,2020-08-12,US-2020-156244,33180,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,South,Home Office,2020-08-16,Standard Class,Florida,Appliances,0.2,15.8436,6,211.248,0.08,4
Office Supplies,Woodstock,United States,Lauren Leatherbury,Acco,2020-08-12,US-2020-153927,30188,Acco Translucent Poly Ring Binders,South,Consumer,2020-08-13,First Class,Georgia,Binders,No discount,6.7392,3,14.04,0.48,1
Office Supplies,Lakewood,United States,Charles Sheldon,Other,2020-08-12,US-2020-109302,8701,"Performers Binder/Pad Holder, Black",East,Corporate,2020-08-16,Standard Class,New Jersey,Binders,No discount,98.105,7,196.21,0.5,4
Furniture,San Francisco,United States,Brian Dahlen,Novimex,2020-08-15,US-2020-164406,94122,Novimex Fabric Task Chair,West,Consumer,2020-08-19,Standard Class,California,Chairs,0.2,-12.196,4,195.136,-0.06,4
Office Supplies,Hollywood,United States,Christine Sundaresam,Fellowes,2020-08-15,US-2020-109043,33021,Fellowes Superior 10 Outlet Split Surge Protector,South,Consumer,2020-08-17,First Class,Florida,Appliances,0.2,17.127,5,152.24,0.11,2
Office Supplies,Fairfield,United States,Christine Sundaresam,Other,2020-08-15,US-2020-141005,6824,Premium Transparent Presentation Covers by GBC,East,Consumer,2020-08-18,First Class,Connecticut,Binders,No discount,30.2112,3,62.94,0.48,3
Office Supplies,Dallas,United States,Keith Herrera,GBC,2020-08-15,US-2020-138023,75081,GBC Durable Plastic Covers,Central,Consumer,2020-08-18,First Class,Texas,Binders,0.8,-52.632,8,30.96,-1.7,3
Furniture,Philadelphia,United States,Troy Staebel,Chromcraft,2020-08-16,US-2020-142839,19143,Chromcraft Rectangular Conference Tables,East,Consumer,2020-08-20,Standard Class,Pennsylvania,Tables,0.4,-227.4912,6,853.092,-0.27,4
Office Supplies,Little Rock,United States,Don Jones,Avery,2020-08-17,US-2020-111500,72209,Avery Non-Stick Binders,South,Corporate,2020-08-21,Standard Class,Arkansas,Binders,No discount,8.2616,4,17.96,0.46,4
Office Supplies,Houston,United States,Ken Black,Xerox,2020-08-17,US-2020-129168,77095,Xerox 203,Central,Corporate,2020-08-23,Standard Class,Texas,Paper,0.2,5.4432,3,15.552,0.35,6
Furniture,Jonesboro,United States,Lena Hernandez,Hon,2020-08-19,US-2020-156559,72401,"Hon Metal Bookcases, Gray",South,Consumer,2020-08-26,Standard Class,Arkansas,Bookcases,No discount,172.4814,9,638.82,0.27,7
Furniture,Los Angeles,United States,David Wiener,Deflect-o,2020-08-19,US-2020-133158,90045,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",West,Corporate,2020-08-21,Second Class,California,Furnishings,No discount,26.0316,7,289.24,0.09,2
Office Supplies,Columbus,United States,Jim Karlsson,Other,2020-08-19,US-2020-121727,43229,Turquoise Lead Holder with Pocket Clip,East,Consumer,2020-08-24,Standard Class,Ohio,Art,0.2,1.742,2,10.72,0.16,5
Office Supplies,Columbus,United States,Maxwell Schwartz,GBC,2020-08-19,US-2020-164616,43229,GBC DocuBind P50 Personal Binding Machine,East,Consumer,2020-08-21,Second Class,Ohio,Binders,0.7,-58.8616,4,76.776,-0.77,2
Office Supplies,Columbus,United States,Bill Shonely,Space Solutions,2020-08-19,US-2020-143581,31907,Space Solutions HD Industrial Steel Shelving.,South,Corporate,2020-08-23,Standard Class,Georgia,Storage,No discount,10.3473,3,344.91,0.03,4
Office Supplies,Montreal,Canada,Jennifer Braxton,Fellowes,2020-08-19,CA-2020-132339,H1B,Fellowes PB300 Plastic Comb Binding Machine,East,Corporate,2020-08-23,Standard Class,Quebec,Binders,No discount,9.33,3,19.44,0.48,4
Office Supplies,Montreal,Canada,Doug O'Connell,Xerox,2020-08-19,CA-2020-115777,H1B,Xerox 200,East,Consumer,2020-08-24,Standard Class,Quebec,Paper,No discount,182.36,1,387.99,0.47,5
Furniture,Hampton,United States,Nick Crebassa,SAFCO,2020-08-20,US-2020-114321,23666,"Safco Chair Connectors, 6/Carton",South,Corporate,2020-08-25,Standard Class,Virginia,Chairs,No discount,145.0696,13,500.24,0.29,5
Furniture,Chicago,United States,Craig Reiter,Global,2020-08-20,US-2020-166716,60610,"Global Leather and Oak Executive Chair, Black",Central,Consumer,2020-08-25,Second Class,Illinois,Chairs,0.3,-6.0196,2,421.372,-0.01,5
Office Supplies,Lakewood,United States,Deanra Eno,Other,2020-08-22,US-2020-123253,44107,Faber Castell Col-Erase Pencils,East,Home Office,2020-08-25,Second Class,Ohio,Art,0.2,1.0269,1,3.912,0.26,3
Office Supplies,Saint Charles,United States,Jennifer Ferguson,Xerox,2020-08-22,US-2020-166828,63301,Xerox 1899,Central,Consumer,2020-08-25,First Class,Missouri,Paper,No discount,5.6644,2,11.56,0.49,3
Office Supplies,North Miami,United States,Jeremy Pistek,Acme,2020-08-22,US-2020-130918,33161,Acme Serrated Blade Letter Opener,South,Consumer,2020-08-24,Second Class,Florida,Supplies,0.2,-1.8126,3,7.632,-0.24,2
Furniture,Denver,United States,Arthur Prichep,Other,2020-08-23,US-2020-124737,80219,Regeneration Desk Collection,West,Consumer,2020-08-27,Standard Class,Colorado,Furnishings,0.2,1.2672,3,4.224,0.3,4
Office Supplies,Los Angeles,United States,Robert Barroso,GBC,2020-08-23,US-2020-154837,90032,GBC Linen Binding Covers,West,Corporate,2020-08-27,Second Class,California,Binders,0.2,17.3488,2,49.568,0.35,4
Office Supplies,Grand Rapids,United States,Corey Roper,Xerox,2020-08-23,US-2020-112795,49505,Xerox 1993,Central,Home Office,2020-08-28,Second Class,Michigan,Paper,No discount,9.5256,3,19.44,0.49,5
Office Supplies,New York City,United States,Rick Hansen,Xerox,2020-08-23,US-2020-110639,10009,Xerox 1994,East,Consumer,2020-08-23,Same Day,New York,Paper,No discount,12.4416,4,25.92,0.48,0
Furniture,Oceanside,United States,Jennifer Patt,G. E.,2020-08-24,US-2020-107916,11572,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,East,Corporate,2020-08-26,First Class,New York,Furnishings,No discount,6.3744,2,13.28,0.48,2
Office Supplies,Billings,United States,Robert Barroso,Other,2020-08-24,US-2020-106719,59102,"SlimView Poly Binder, 3/8""",West,Corporate,2020-08-24,Same Day,Montana,Binders,0.2,2.6936,2,8.288,0.32,0
Office Supplies,Owensboro,United States,Dorothy Wardle,Acme,2020-08-24,US-2020-120432,42301,Acme Titanium Bonded Scissors,South,Corporate,2020-08-26,Second Class,Kentucky,Supplies,No discount,6.63,3,25.5,0.26,2
Furniture,Los Angeles,United States,Janet Molinari,Eldon,2020-08-25,US-2020-104178,90036,"Eldon 200 Class Desk Accessories, Smoke",West,Corporate,2020-08-29,Standard Class,California,Furnishings,No discount,2.6376,1,6.28,0.42,4
Office Supplies,Columbus,United States,Brendan Sweed,Wilson Jones,2020-08-25,US-2020-107398,43229,Wilson Jones Custom Binder Spines & Labels,East,Corporate,2020-08-30,Standard Class,Ohio,Binders,0.7,-4.5696,4,6.528,-0.7,5
Office Supplies,Houston,United States,Joe Elijah,Wilson Jones,2020-08-25,US-2020-126200,77070,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Central,Consumer,2020-08-29,Standard Class,Texas,Binders,0.8,-39.804,3,25.68,-1.55,4
Office Supplies,Columbus,United States,Ryan Crowe,Tyvek,2020-08-25,US-2020-115259,43229,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",East,Consumer,2020-08-27,Second Class,Ohio,Envelopes,0.2,44.0316,6,130.464,0.34,2
Technology,Seattle,United States,Mitch Webber,Polycom,2020-08-25,US-2020-103660,98103,Polycom VVX 310 VoIP phone,West,Consumer,2020-08-30,Standard Class,Washington,Phones,0.2,75.5958,7,1007.944,0.08,5
Furniture,Newark,United States,Karl Braun,Other,2020-08-26,US-2020-103331,19711,Acrylic Self-Standing Desk Frames,East,Consumer,2020-09-01,Standard Class,Delaware,Furnishings,No discount,4.0584,4,10.68,0.38,6
Office Supplies,Newark,United States,Paul Prost,Newell,2020-08-26,US-2020-115413,19711,Newell 340,East,Home Office,2020-09-01,Standard Class,Delaware,Art,No discount,2.5056,3,8.64,0.29,6
Technology,Los Angeles,United States,Frank Merwin,SanDisk,2020-08-26,US-2020-123260,90032,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Home Office,2020-08-30,Standard Class,California,Accessories,No discount,22.984,8,176.8,0.13,4
Furniture,Springfield,United States,Corey Catlett,Master Caster,2020-08-27,US-2020-124688,22153,"Master Caster Door Stop, Large Neon Orange",South,Corporate,2020-08-29,First Class,Virginia,Furnishings,No discount,12.5216,4,29.12,0.43,2
Office Supplies,San Francisco,United States,Zuschuss Donatelli,Newell,2020-08-27,US-2020-143336,94109,Newell 341,West,Consumer,2020-09-01,Second Class,California,Art,No discount,2.4824,2,8.56,0.29,5
Office Supplies,Springfield,United States,Michael Moore,Xerox,2020-08-27,US-2020-101266,22153,Xerox 1898,South,Consumer,2020-08-30,Second Class,Virginia,Paper,No discount,6.4128,2,13.36,0.48,3
Furniture,Miami,United States,Ryan Akin,Balt,2020-08-29,US-2020-169775,33178,Balt Solid Wood Rectangular Table,South,Consumer,2020-09-02,Second Class,Florida,Tables,0.45,-110.7645,3,174.0585,-0.64,4
Office Supplies,San Francisco,United States,Hilary Holden,Xerox,2020-08-29,US-2020-135699,94110,Xerox 1986,West,Corporate,2020-08-29,Same Day,California,Paper,No discount,6.4128,2,13.36,0.48,0
Office Supplies,Bristol,United States,Annie Thurman,Wilson Jones,2020-08-30,US-2020-146500,6010,Wilson Jones Standard D-Ring Binders,East,Consumer,2020-09-04,Standard Class,Connecticut,Binders,No discount,11.891,5,25.3,0.47,5
Technology,Santa Fe,United States,Shirley Jackson,KeyTronic,2020-08-31,US-2020-143385,87505,KeyTronic KT400U2 - Keyboard - Black,West,Consumer,2020-09-05,Standard Class,New Mexico,Accessories,No discount,18.504,9,92.52,0.2,5
Office Supplies,Escondido,United States,Larry Tron,Boston,2020-09-01,US-2020-126522,92025,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",West,Consumer,2020-09-05,Second Class,California,Art,No discount,15.6426,3,53.94,0.29,4
